id,create_uid/id,create_date,write_uid/id,write_date,plant,location_code,description
__import__.nstda_mst_location_1,,,,,1000,10C0CAP,N/A
__import__.nstda_mst_location_2,,,,,1000,10C0PMM,N/A
__import__.nstda_mst_location_3,,,,,1000,10CMSCM,ม.เชียงใหม่
__import__.nstda_mst_location_4,,,,,1000,10COACF,Central ฝ่ายการเงินและบัญชี
__import__.nstda_mst_location_5,,,,,1000,10COADO,Central พัฒนาความร่วมมือกลุ่มพันธมิตร
__import__.nstda_mst_location_6,,,,,1000,10COADT,ศูนย์เทคโนโลยีทางทันตกรรมชั้นสูง
__import__.nstda_mst_location_7,,,,,1000,10COAP1,Central ผอ.ฝ่ายบริหารทั่วไป
__import__.nstda_mst_location_8,,,,,1000,10COAP2,Central งานธุรการ
__import__.nstda_mst_location_9,,,,,1000,10COAP3,Central งานพัสดุ
__import__.nstda_mst_location_10,,,,,1000,10COBNC,Central Business Center
__import__.nstda_mst_location_11,,,,,1000,10COCAC,Central Call Center
__import__.nstda_mst_location_12,,,,,1000,10COCAP,Central ฝ่ายรัฐกิจสัมพันธ์
__import__.nstda_mst_location_13,,,,,1000,10COCAT,Central โรงอาหาร
__import__.nstda_mst_location_14,,,,,1000,10COCCD,Central ศูนย์คอมพิวเตอร์
__import__.nstda_mst_location_15,,,,,1000,10COCCP,Central สำนักส่งเสริมเครือข่ายฯ
__import__.nstda_mst_location_16,,,,,1000,10COCD1,Central สนับสนุนวิจัยฯ
__import__.nstda_mst_location_17,,,,,1000,10COCEO,Central สำนักผู้อำนวยฯ
__import__.nstda_mst_location_18,,,,,1000,10COCPM,Central สำนักบริหารจัดการคลัสเตอร์ฯ CPMO
__import__.nstda_mst_location_19,,,,,1000,10COCUP,ฝ่ายชุมชนและผู้ด้อยโอกาส
__import__.nstda_mst_location_20,,,,,1000,10CODFT,ห้องปฏิบัติการฯเทคโนฯพยานหลักฐาน
__import__.nstda_mst_location_21,,,,,1000,10CODNA,Central DNA
__import__.nstda_mst_location_22,,,,,1000,10COEDE,Central ฝ่ายติดตามประเมินผล
__import__.nstda_mst_location_23,,,,,1000,10COENT,Central ศูนย์พลังงานฯ
__import__.nstda_mst_location_24,,,,,1000,10COEX1,Central รองผพว.ชัชนาถ
__import__.nstda_mst_location_25,,,,,1000,10COEX2,Central ผพว.
__import__.nstda_mst_location_26,,,,,1000,10COEX3,Central ผพว.
__import__.nstda_mst_location_27,,,,,1000,10COEX4,Central ที่ปรึกษาอ.หริส
__import__.nstda_mst_location_28,,,,,1000,10COEX5,Central รองผพว.ชัชนาถ
__import__.nstda_mst_location_29,,,,,1000,10COEX6,Central รองผพว.ชาตรี
__import__.nstda_mst_location_30,,,,,1000,10COEX7,Central ที่ปรึกษากอปร
__import__.nstda_mst_location_31,,,,,1000,10COEX8,Central ผช.ผพว.ทัศนา
__import__.nstda_mst_location_32,,,,,1000,10COEX9,Central ผช.ผพว.ณรงค์
__import__.nstda_mst_location_33,,,,,1000,10COEXA,Central ผพว.
__import__.nstda_mst_location_34,,,,,1000,10COEXB,Central รอง ผพว.
__import__.nstda_mst_location_35,,,,,1000,10COEXC,Central ผช. ผพว.
__import__.nstda_mst_location_36,,,,,1000,10COEXD,Central ที่ปรึกษา ผพว.
__import__.nstda_mst_location_37,,,,,1000,10COFY1,Central ฝ่ายการเงิน
__import__.nstda_mst_location_38,,,,,1000,10COFY2,Central ผอ.ฝ่ายการเงิน
__import__.nstda_mst_location_39,,,,,1000,10COGPD,Central ฝ่ายพัฒนาบัณฑิตและนักวิจัย
__import__.nstda_mst_location_40,,,,,1000,10COHRD,Central งานบริหารทรัพยากรบุคคล
__import__.nstda_mst_location_41,,,,,1000,10COHRS,Central ฝ่ายกลยุทธบริหารบุคลากร
__import__.nstda_mst_location_42,,,,,1000,10COHRT,Central ฝ่ายบริการธุรกรรมบุคคล
__import__.nstda_mst_location_43,,,,,1000,10COIAMS,งานบริหารทุนทางปัญญา
__import__.nstda_mst_location_44,,,,,1000,10COICD,Central ฝ่ายวิเทศสัมพันธ์
__import__.nstda_mst_location_45,,,,,1000,10COIDF,Central พัฒนานวัตกรรม
__import__.nstda_mst_location_46,,,,,1000,10COIN1,Central ตรวจสอบภายใน
__import__.nstda_mst_location_47,,,,,1000,10COINR,Central วิเทศสัมพันธ์
__import__.nstda_mst_location_48,,,,,1000,10COIPS,Central ทรัพย์สินทางปัญญา
__import__.nstda_mst_location_49,,,,,1000,10COISIS,Central ฝ่ายข้อมูลสารสนเทศ
__import__.nstda_mst_location_50,,,,,1000,10COIT1,Central ผอ.ITAP
__import__.nstda_mst_location_51,,,,,1000,10COIT2,Central ผู้เชี่ยวชาญITAP
__import__.nstda_mst_location_52,,,,,1000,10COIT3,Central โครงการสนับสนุนฯ
__import__.nstda_mst_location_53,,,,,1000,10COITS,ITS
__import__.nstda_mst_location_54,,,,,1000,10COLAW,Central งานกฎหมาย
__import__.nstda_mst_location_55,,,,,1000,10COMET,Central ห้องประชุม
__import__.nstda_mst_location_56,,,,,1000,10COMHU,มหาวิทยาลัยมหิดล
__import__.nstda_mst_location_57,,,,,1000,10COMOB,Central MOB
__import__.nstda_mst_location_58,,,,,1000,10COMRO,Central ห้องพักชาย
__import__.nstda_mst_location_59,,,,,1000,10CONAN,Central ศูนย์นาโน
__import__.nstda_mst_location_60,,,,,1000,10CONIC,Central ศูนย์ลงทุน
__import__.nstda_mst_location_61,,,,,1000,10CONSC,Central สหกรณ์ออมทรัพย์ฯ
__import__.nstda_mst_location_62,,,,,1000,10CONUR,Central พยาบาล
__import__.nstda_mst_location_63,,,,,1000,10COOAG,Central สนง.การตรวจเงินแผ่นดิน
__import__.nstda_mst_location_64,,,,,1000,10COOD1,Central พัฒนาองค์กร
__import__.nstda_mst_location_65,,,,,1000,10COOD2,Central พัฒนาองค์กร
__import__.nstda_mst_location_66,,,,,1000,10COODD,Central ฝ่ายพัฒนาองค์กร
__import__.nstda_mst_location_67,,,,,1000,10COOED,Central ฝ่ายประเมินผลองค์กร
__import__.nstda_mst_location_68,,,,,1000,10COOFM,Central สำนักรัฐมนตรี
__import__.nstda_mst_location_69,,,,,1000,10COOIA,Central สำนักตรวจสอบภายใน
__import__.nstda_mst_location_70,,,,,1000,10COPAN,Central ห้องครัว
__import__.nstda_mst_location_71,,,,,1000,10COPBD,Central ฝ่ายแผนและงบประมาณ
__import__.nstda_mst_location_72,,,,,1000,10COPL1,Central ผอ.วางแผนฯ
__import__.nstda_mst_location_73,,,,,1000,10COPL2,Central ผู้เชี่ยวชาญ
__import__.nstda_mst_location_74,,,,,1000,10COPL3,Central วางแผนฯ
__import__.nstda_mst_location_75,,,,,1000,10COPMD,Central อาคารสถานที่
__import__.nstda_mst_location_76,,,,,1000,10COPMM,Central ฝ่ายสื่อสิ่งพิมพ์
__import__.nstda_mst_location_77,,,,,1000,10COPPM,ฝ่ายบริหารและสนับสนุนเทคโนฯ
__import__.nstda_mst_location_78,,,,,1000,10COPROC,ฝ่ายประชาสัมพันธ์และสื่อสารองค์กร
__import__.nstda_mst_location_79,,,,,1000,10COPSU,มหาวิทยาสงขลานครินทร์
__import__.nstda_mst_location_80,,,,,1000,10COPU1,Central STUDIO
__import__.nstda_mst_location_81,,,,,1000,10COPU2,Central ผอ.ฝ่ายนิเทศฯ
__import__.nstda_mst_location_82,,,,,1000,10COPU3,Central นิเทศสัมพันธ์ฯ
__import__.nstda_mst_location_83,,,,,1000,10COPUO,Central ฝ่ายสื่อสารองค์กร
__import__.nstda_mst_location_84,,,,,1000,10COPUS,Central สร้างความเข้าใจวิทย์ฯ
__import__.nstda_mst_location_85,,,,,1000,10COPY1,Central ทรัยากรบุคคล
__import__.nstda_mst_location_86,,,,,1000,10CORBD,Centralโครงการสมองไหลกลับ
__import__.nstda_mst_location_87,,,,,1000,10CORCMS,งานบริหารเครือข่ายงายวิจัย
__import__.nstda_mst_location_88,,,,,1000,10CORDC,Central สำนักงานรับรองฯ
__import__.nstda_mst_location_89,,,,,1000,10CORDE,Central สนับสนุนการวิจัยฯ
__import__.nstda_mst_location_90,,,,,1000,10COREC,Central โอเปอรเรเตอร์Lobby
__import__.nstda_mst_location_91,,,,,1000,10CORER,Central ที่พักรักแขก
__import__.nstda_mst_location_92,,,,,1000,10CORMO,ฝ่ายบริหารและสนับสนุนงานวิจัย
__import__.nstda_mst_location_93,,,,,1000,10CORMSS,RMSS
__import__.nstda_mst_location_94,,,,,1000,10CORSSS,งานพัฒนาศักยภาพเยาวชนฯ
__import__.nstda_mst_location_95,,,,,1000,10COSAC,Central ฝ่ายกิจกรรมพิเศษ
__import__.nstda_mst_location_96,,,,,1000,10COSCM,Central ฝ่ายบริหารค่ายวิทยาศาสตร์
__import__.nstda_mst_location_97,,,,,1000,10COSCS,Central งานทุน
__import__.nstda_mst_location_98,,,,,1000,10COSEC,Central ความปลอดภัย
__import__.nstda_mst_location_99,,,,,1000,10COSED,Central งานความปลอดภัยและสิ่งแวดล้อม
__import__.nstda_mst_location_100,,,,,1000,10COSHM,Central ฝ่ายบริหารบ้านวิทยาศาสตร์สิรินธร
__import__.nstda_mst_location_101,,,,,1000,10COSMC,ฝ่ายสื่อสารวิทยาศาสตร์
__import__.nstda_mst_location_102,,,,,1000,10COSP1,Central ผอ.โครงการอุทยานฯ
__import__.nstda_mst_location_103,,,,,1000,10COSP2,Central โครงการอุทยานวิจัยฯ
__import__.nstda_mst_location_104,,,,,1000,10COSRII,SRII
__import__.nstda_mst_location_105,,,,,1000,10COSTKS,Central ศูนย์บริการสารสนเทศ
__import__.nstda_mst_location_106,,,,,1000,10COSTO,Central ห้องเก็บครุภัณฑ์
__import__.nstda_mst_location_107,,,,,1000,10COSTQ,Central งานมาตรฐานการทดสอบ
__import__.nstda_mst_location_108,,,,,1000,10COSTS,ศูนย์วิทยาศาสตร์และเทคโนโลยีเพื่อสังคม
__import__.nstda_mst_location_109,,,,,1000,10COTAI,Central TAI
__import__.nstda_mst_location_110,,,,,1000,10COTGI,Central สถานบันบัณฑิตฯ
__import__.nstda_mst_location_111,,,,,1000,10COTIA,Central ศูนย์บริการสารสนเทศ
__import__.nstda_mst_location_112,,,,,1000,10COTIS,สถาบันวิจัยวิทยาศาสตร์ (วว)
__import__.nstda_mst_location_113,,,,,1000,10COTNI,Central สถาบันพัฒนาวิชาชีพ
__import__.nstda_mst_location_114,,,,,1000,10COTPT,Central ผอ.วิเทศสัมพันธ์
__import__.nstda_mst_location_115,,,,,1000,10COWCA,Central ห้องน้ำช/ญ
__import__.nstda_mst_location_116,,,,,1000,10COWCE,Central ห้องน้ำผพว.
__import__.nstda_mst_location_117,,,,,1000,10COWCM,Central ห้องน้ำชาย
__import__.nstda_mst_location_118,,,,,1000,10COWCW,Central ห้องน้ำหญิง
__import__.nstda_mst_location_119,,,,,1000,10COWRO,Central ห้องพักหญิง
__import__.nstda_mst_location_120,,,,,1000,10COXER,Central ห้องถ่ายเอกสาร
__import__.nstda_mst_location_121,,,,,1000,10COYT1,Central ผอ.อาคารสถานที่
__import__.nstda_mst_location_122,,,,,1000,10COYT2,Central อาคารสถานที่
__import__.nstda_mst_location_123,,,,,1000,10COZZZZ,ส่วนกลาง สวทช.
__import__.nstda_mst_location_124,,,,,1000,10PPBED,Pilot Plant ห้องนอน
__import__.nstda_mst_location_125,,,,,1000,10PPKME,Pilot Plant งานKMECAL
__import__.nstda_mst_location_126,,,,,1000,10PPMEA,Pilot Plant งานMEASURING
__import__.nstda_mst_location_127,,,,,1000,10PPMET,Pilot Plant ห้องประชุม
__import__.nstda_mst_location_128,,,,,1000,10PPOFF,Pilot Plant งาน Office
__import__.nstda_mst_location_129,,,,,1000,10PPPAG,Pilot Plant งานPAGEGING
__import__.nstda_mst_location_130,,,,,1000,10PPPAN,Pilot Plant ห้องครัว
__import__.nstda_mst_location_131,,,,,1000,10PPSTO,Pilot Plant งานSTOCK
__import__.nstda_mst_location_132,,,,,1000,10PPTEC,Pilot Plant งานTECVE
__import__.nstda_mst_location_133,,,,,1000,10PPWOS,Pilot Plant งานWORKSHOP
__import__.nstda_mst_location_134,,,,,1000,10PTPTEC,PTEC
__import__.nstda_mst_location_135,,,,,1000,10TGELC,ยิมซั่ม/ELCP
__import__.nstda_mst_location_136,,,,,1000,10TYPAN,โยธี ห้องครัว
__import__.nstda_mst_location_137,,,,,1000,10YTAPC,โยธี APEC
__import__.nstda_mst_location_138,,,,,1000,10YTCAP,โยธี ฝ่ายรัฐกิจสัมพันธ์
__import__.nstda_mst_location_139,,,,,1000,10YTCEO,โยธี สำนักผู้อำนวยการ
__import__.nstda_mst_location_140,,,,,1000,10YTCTA,โยธี พลังงานสะอาด
__import__.nstda_mst_location_141,,,,,1000,10YTELS,ฝ่ายศึกษาวิจัยประเด็นด้านจริยธรรม
__import__.nstda_mst_location_142,,,,,1000,10YTEX1,โยธี ผพว.
__import__.nstda_mst_location_143,,,,,1000,10YTEX2,โยธี อ.ชาตรี
__import__.nstda_mst_location_144,,,,,1000,10YTEX3,โยธี รองผพว.
__import__.nstda_mst_location_145,,,,,1000,10YTEXB,โยธี รอง ผพว.
__import__.nstda_mst_location_146,,,,,1000,10YTHRH,สำนักงานประสานงานโครงการตามพระราชดำริ
__import__.nstda_mst_location_147,,,,,1000,10YTMET,โยธี ห้องประชุม
__import__.nstda_mst_location_148,,,,,1000,10YTMOB,โยธี Mobile Office
__import__.nstda_mst_location_149,,,,,1000,10YTNDS,โยธี NSTDA SHOP
__import__.nstda_mst_location_150,,,,,1000,10YTNUR,โยธี พยาบาล
__import__.nstda_mst_location_151,,,,,1000,10YTPAN,โยธี ห้องครัว
__import__.nstda_mst_location_152,,,,,1000,10YTPMD,โยธี อาคารสถานที่
__import__.nstda_mst_location_153,,,,,1000,10YTREC,โยธี โอเปอรเรเตอร์ Lobby
__import__.nstda_mst_location_154,,,,,1000,10YTSRI,SRII
__import__.nstda_mst_location_155,,,,,1000,10YTSTA,โยธี วิจัยนโยบายฯ
__import__.nstda_mst_location_156,,,,,1000,10YTSTU,โยธี STUDIO
__import__.nstda_mst_location_157,,,,,1000,10YTTGI,โยธี อ.ยงยุทธ
__import__.nstda_mst_location_158,,,,,1000,10YTTIA,TIAC โยธี
__import__.nstda_mst_location_159,,,,,1000,10YTTSP,โยธี โครงการอุทยานวิทยาศาสตร์ฯ
__import__.nstda_mst_location_160,,,,,1000,10YTYT1,โยธี อาคารสถานที่
__import__.nstda_mst_location_161,,,,,1000,11BIBU,ไบโอดีเซล/ม.กรุงเทพ
__import__.nstda_mst_location_162,,,,,1000,11CCOSC,ตึกCC/ORGANIC SOLAR CELL
__import__.nstda_mst_location_163,,,,,1000,11COCAF,โรงอาหาร
__import__.nstda_mst_location_164,,,,,1000,11COSOLA,Central SOLARTEC
__import__.nstda_mst_location_165,,,,,1000,11COSORL,ส.พลังงานแสงอาทิตย์
__import__.nstda_mst_location_166,,,,,1000,11COSTKS,Central ศูนย์บริการสารสนเทศ
__import__.nstda_mst_location_167,,,,,1000,11MDCU,โรงพยาบาลจุฬา
__import__.nstda_mst_location_168,,,,,1000,11OPMOST,สำนักปลัด/กระทรวงวิทย์
__import__.nstda_mst_location_169,,,,,1000,11PPSLT,PILOTPLANT SOLARTEC
__import__.nstda_mst_location_170,,,,,1000,11PTPTE,PTEC (ยกเลิก ใช้ 10PTPTEC แทน)
__import__.nstda_mst_location_171,,,,,1000,11RDRDT,บริษัท RDTECH(เช่าเครื่องจักร)
__import__.nstda_mst_location_172,,,,,1000,12BIPLL,N/A
__import__.nstda_mst_location_173,,,,,1000,12NNBIOT,ฝ่ายพันธุวิศวกรรมและเทคโนโลยีชีวภาพ
__import__.nstda_mst_location_174,,,,,1000,12NNCOMJ,ห้องศูนย์ประสานงาน ม.แม่โจ้
__import__.nstda_mst_location_175,,,,,1000,12NNEXD,ห้องผู้อำนวยการ
__import__.nstda_mst_location_176,,,,,1000,12NNFAC,งานการเงินและบัญชี
__import__.nstda_mst_location_177,,,,,1000,12NNGAD,งานบริหารทั่วไป
__import__.nstda_mst_location_178,,,,,1000,12NNHCP,งานแม่บ้าน
__import__.nstda_mst_location_179,,,,,1000,12NNITAP,ฝ่ายพัฒนาเทคโนโลยีอุตสาหกรรม
__import__.nstda_mst_location_180,,,,,1000,12NNMET,ห้องประชุม
__import__.nstda_mst_location_181,,,,,1000,12NNMIS,งานสารสนเทศและฐานข้อมูล
__import__.nstda_mst_location_182,,,,,1000,12NNMTEC,ฝ่ายเทคโนโลยีโลหะและวัสดุ
__import__.nstda_mst_location_183,,,,,1000,12NNNECT,ฝ่ายเทคโนโลยีอิเล็กทรอนิกส์และคอมพิวเตอร
__import__.nstda_mst_location_184,,,,,1000,12NNPBG,งานแผนและงบประมาณ
__import__.nstda_mst_location_185,,,,,1000,12NNPRC,งานพัสดุ
__import__.nstda_mst_location_186,,,,,1000,12NNRURAL,ฝ่ายเทคโนโลยีเพื่อชนบท
__import__.nstda_mst_location_187,,,,,1000,12NNSTO,ห้องเก็บของ
__import__.nstda_mst_location_188,,,,,1000,20BIMGD,งานธุรการ
__import__.nstda_mst_location_189,,,,,1000,20YTCMD,งานระบบคอมพิวเตอร์และMIS
__import__.nstda_mst_location_190,,,,,1000,30MMGAS,อุทยานวิทยาศาสตร์ ธุรการ
__import__.nstda_mst_location_191,,,,,1000,40NTGAD,NECTEC/ธุรการ
__import__.nstda_mst_location_192,,,,,1000,50CCTSP,ศูนย์ประชุมฯ โครงการอุทยานวิทยาศาสตร์ฯ
__import__.nstda_mst_location_193,,,,,1000,50COCD,Central งานสนับสนุนการวิจัยฯ
__import__.nstda_mst_location_194,,,,,1000,50COEXA,Central ผศจ.
__import__.nstda_mst_location_195,,,,,1000,50COEXB,Central รอง ผศจ.
__import__.nstda_mst_location_196,,,,,1000,50COGAD,Central ฝ่ายบริหารทั่วไป
__import__.nstda_mst_location_197,,,,,1000,50COIPS,Central งานบริการทรัพย์สินทางปัญญา
__import__.nstda_mst_location_198,,,,,1000,50COITD,Central ฝ่ายพัฒนาเทคโนโลยีอุตสาหกรรม
__import__.nstda_mst_location_199,,,,,1000,50COMAT,Central ฝ่ายการตลาดเทคโนโลยี
__import__.nstda_mst_location_200,,,,,1000,50COMET,Central ห้องประชุม
__import__.nstda_mst_location_201,,,,,1000,50CONIC,Central ศูนย์ลงทุน
__import__.nstda_mst_location_202,,,,,1000,50COPPD,Central ฝ่ายนโยบายและแผน
__import__.nstda_mst_location_203,,,,,1000,50COPUS,Central โครงการสร้างความตระหนักฯ
__import__.nstda_mst_location_204,,,,,1000,50CORDC,Central สำนักงานเลขานุการฯ
__import__.nstda_mst_location_205,,,,,1000,50COSRC,Central งาน ว&ท เพื่อชนบทและชุมชน
__import__.nstda_mst_location_206,,,,,1000,50COSTO,Central Stock
__import__.nstda_mst_location_207,,,,,1000,50COSTP,Central โครงการส่งเสริมผู้มีความสามารถ
__import__.nstda_mst_location_208,,,,,1000,50COTLO,Central สำนักงานจัดการสิทธิเทคโนโลยี
__import__.nstda_mst_location_209,,,,,1000,50COTNI,Central สถาบันพัฒนาวิชาชีพ
__import__.nstda_mst_location_210,,,,,1000,50INTSP,INC1 โครงการอุทยานวิทยาศาสตร์ฯ
__import__.nstda_mst_location_211,,,,,1000,50STSTP,บ้านวิทยฯ ฝ่ายส่งเสริมผู้มีความสามารถฯ
__import__.nstda_mst_location_212,,,,,1000,50YTAPE,โยธี ศูนย์คาดการณ์เทคโนโลยีเอเปค
__import__.nstda_mst_location_213,,,,,1000,50YTSTA,โยธี ฝ่ายวิจัยนโยบาย วท.
__import__.nstda_mst_location_214,,,,,1000,60CCMOD,ศูนย์ประชุมฯ ฝ่ายบริหารและสนับสนุนองค์กร
__import__.nstda_mst_location_215,,,,,1000,60YTRDE,
__import__.nstda_mst_location_216,,,,,2000,10COTGI,Central สถานบันบัณฑิตฯ
__import__.nstda_mst_location_217,,,,,2000,20BGBENZ,BIOTEC/BENZ-เอนไซม์
__import__.nstda_mst_location_218,,,,,2000,20BGENL,X-BIOTEC/ห้องปฏิบัติการวิจัยเอ็นไซม์
__import__.nstda_mst_location_219,,,,,2000,20BGFDL,X-BIOTEC/ห้องปฏิบัติการทางอาหาร  ตึกเบฯ
__import__.nstda_mst_location_220,,,,,2000,20BGFFBT,BIOTEC/FFBT-ห้องฯ อาหาร
__import__.nstda_mst_location_221,,,,,2000,20BGRUC,BIOTEC/RUC-ประสานงานวิจัย
__import__.nstda_mst_location_222,,,,,2000,20BIAAPH,BIOTEC/AAPH-สรีรวิทยาสัตว์
__import__.nstda_mst_location_223,,,,,2000,20BIAMAB,BIOTEC/AMAB-โมโนโคลนอนแอนติ
__import__.nstda_mst_location_224,,,,,2000,20BIAPL,X-BIOTEC/ห้องปฏิบัติการสรีระวิทยาสัตว์
__import__.nstda_mst_location_225,,,,,2000,20BIATM,BIOTEC/ATM-เกษตร&วิสาหกิจชุ
__import__.nstda_mst_location_226,,,,,2000,20BIAVCT,BIOTEC/AVCT-ไวรัสและเซลล์
__import__.nstda_mst_location_227,,,,,2000,20BIBAL,X-BIOTEC/ห้องปฎิบัติการฯ  Bioassy
__import__.nstda_mst_location_228,,,,,2000,20BIBBCC,BIOTEC/BBCC-เก็บจุลินทรีย์
__import__.nstda_mst_location_229,,,,,2000,20BIBBCR,BIOTEC/BBCR-ควบคุมทางชีวภาพ
__import__.nstda_mst_location_230,,,,,2000,20BIBBD,BIOTEC/BBD-ธุรกิจชีวภาพ
__import__.nstda_mst_location_231,,,,,2000,20BIBBIA,BIOTEC/BBIA-ตรวจหาสารออกฤทธ
__import__.nstda_mst_location_232,,,,,2000,20BIBBIO,BIOTEC/BBIO-ชีวกระบวนการ
__import__.nstda_mst_location_233,,,,,2000,20BIBBRE,BIOTEC/BBRE-ห้องฯ ทรัพยากร
__import__.nstda_mst_location_234,,,,,2000,20BIBDB,X-ฝ่ายพัฒนาธุรกิจและกฎหมายฯ(BDB)
__import__.nstda_mst_location_235,,,,,2000,20BIBDD,X-BIOTEC/งานอาคาร
__import__.nstda_mst_location_236,,,,,2000,20BIBECO,BIOTEC/BECO-นิเวศวิทยา
__import__.nstda_mst_location_237,,,,,2000,20BIBENZ,BIOTEC/BENZ-เอนไซม์
__import__.nstda_mst_location_238,,,,,2000,20BIBFBD,BIOTEC/BFBD-ทางชีวภาพของรา
__import__.nstda_mst_location_239,,,,,2000,20BIBIFS,BIOTEC/BIFS-Information Sys
__import__.nstda_mst_location_240,,,,,2000,20BIBIL,X-BIOTEC/Bioinformatics Lab
__import__.nstda_mst_location_241,,,,,2000,20BIBLAW,BIOTEC/BLAW-กฎหมายชีวภาพ
__import__.nstda_mst_location_242,,,,,2000,20BIBMCF,BIOTEC/BMCF-ผลิตชีวโมเลกุล
__import__.nstda_mst_location_243,,,,,2000,20BIBMIT,BIOTEC/BMIT-จุลินทรีย์
__import__.nstda_mst_location_244,,,,,2000,20BIBMM,BIOTEC/BMM-อาคารสถานที่
__import__.nstda_mst_location_245,,,,,2000,20BIBRS,X-BIOTEC/งานวิจัยกฎหมายเทคโนโลยีชีวภาพ
__import__.nstda_mst_location_246,,,,,2000,20BIBRU,X-BIOTEC/ห้องปฎิบัติการฯ ทรัพยากรชีวภาพ
__import__.nstda_mst_location_247,,,,,2000,20BIBSS,BIOTEC/BSS-ปลอดภัยทางชีวภาพ
__import__.nstda_mst_location_248,,,,,2000,20BIBST,X-BIOTEC/งานความปลอดภัยทางชีวภาพ(Bio
__import__.nstda_mst_location_249,,,,,2000,20BIBUD,BIOTEC/BUD-งบประมาณ
__import__.nstda_mst_location_250,,,,,2000,20BICBI,X-BIOTEC/ห้องฯวิจัยการควบคุมทางชีวภาพ
__import__.nstda_mst_location_251,,,,,2000,20BICCL,X-BIOTEC/ห้องปฎิบัติการฯเก็บ จุลินทรีย์
__import__.nstda_mst_location_252,,,,,2000,20BICMD,X-BIOTEC/งานระบบคอมพิวเตอร์และMIS
__import__.nstda_mst_location_253,,,,,2000,20BICOL,X-BIOTEC/Combinatorial Biosynthesis
__import__.nstda_mst_location_254,,,,,2000,20BICTL,X-BIOTEC/งานบริการเครื่องมือกลาง
__import__.nstda_mst_location_255,,,,,2000,20BICYL,X-BIOTEC/ห้องฯ โมโนคอลนอลแอนติบอดี้
__import__.nstda_mst_location_256,,,,,2000,20BIDBD,X-BIOTEC/ฝ่ายพัฒนาธุรกิจเทคโนโลยีชีวภาพ
__import__.nstda_mst_location_257,,,,,2000,20BIEGA,BIOTEC/EGA-บริหารทุนภายนอก
__import__.nstda_mst_location_258,,,,,2000,20BIEMU,BIOTEC/EMU-ติดตาม ประเมินผล
__import__.nstda_mst_location_259,,,,,2000,20BIENL,X-BIOTEC/ห้องปฎิบัติการฯ Enzyme
__import__.nstda_mst_location_260,,,,,2000,20BIEQS,BIOTEC/EQS-บริการเครื่องมือ
__import__.nstda_mst_location_261,,,,,2000,20BIETL,X-BIOTEC/ห้องปฎิบัติการฯ สิ่งแวดล้อม
__import__.nstda_mst_location_262,,,,,2000,20BIEXD,BIOTEC/สำนักงานผู้บริหาร
__import__.nstda_mst_location_263,,,,,2000,20BIFAD,X-BIOTEC/งานบัญชี/การเงิน
__import__.nstda_mst_location_264,,,,,2000,20BIFDL,X-BIOTEC/ห้องปฎิบัติการฯ ทางอาหาร
__import__.nstda_mst_location_265,,,,,2000,20BIFFBT,BIOTEC/FFBT-ห้องฯ อาหาร
__import__.nstda_mst_location_266,,,,,2000,20BIFSD,X-BIOTEC/สมาคมฯ ทางอาหารแห่งประเทศไทย
__import__.nstda_mst_location_267,,,,,2000,20BIFTL,X-BIOTEC/ห้องปฎิบัติการฯ การหมัก
__import__.nstda_mst_location_268,,,,,2000,20BIGAD,BIOTEC/GAD-ธุรการ
__import__.nstda_mst_location_269,,,,,2000,20BIGBSI,BIOTEC/GBSI-ชีวสถิติสารสนเท
__import__.nstda_mst_location_270,,,,,2000,20BIGGER,BIOTEC/GGER-จีโนม
__import__.nstda_mst_location_271,,,,,2000,20BIGGIS,BIOTEC/GGIS-ภูมิสารสนเทศ
__import__.nstda_mst_location_272,,,,,2000,20BIGMP,X-BIOTEC/หน่วยบริการฯ ความปลอดภัยอาหาร
__import__.nstda_mst_location_273,,,,,2000,20BIGNO,X-BIOTEC/ห้องปฏิบัติการ Genome center
__import__.nstda_mst_location_274,,,,,2000,20BIGPMG,BIOTEC/GPMG-โมเลกุลพืช
__import__.nstda_mst_location_275,,,,,2000,20BIGPPB,BIOTEC/GPPB-สรีรวิทยาพืช
__import__.nstda_mst_location_276,,,,,2000,20BIGPRO,BIOTEC/GPRO-โปรตีโอมิกส์
__import__.nstda_mst_location_277,,,,,2000,20BIHOD,BIOTEC/HOD-พัฒนาองค์กร
__import__.nstda_mst_location_278,,,,,2000,20BIHPD,BIOTEC/HPD-HR & Platform
__import__.nstda_mst_location_279,,,,,2000,20BIHRD,X-BIOTEC/งานพัฒนาบุคลากร
__import__.nstda_mst_location_280,,,,,2000,20BIICS,BIOTEC/ICS-IC
__import__.nstda_mst_location_281,,,,,2000,20BIIMP,X-BIOTEC/ฝ่ายพัฒนากำลังคนฯ
__import__.nstda_mst_location_282,,,,,2000,20BIIRD,X-BIOTEC/งานวิเทศสัมพันธ์
__import__.nstda_mst_location_283,,,,,2000,20BIISL,X-BIOTEC/Information Systems Lab
__import__.nstda_mst_location_284,,,,,2000,20BIIUD,X-BIOTEC/หน่วยบริหารจัดการความรู้ (IU)
__import__.nstda_mst_location_285,,,,,2000,20BILAD,X-BIOTEC/งานบริการ
__import__.nstda_mst_location_286,,,,,2000,20BIMAL,X-BIOTEC/ห้องปฎิบัติการฯ มาลาเรีย
__import__.nstda_mst_location_287,,,,,2000,20BIMCF,X-Microbial Cell Factory Laboratory
