id,create_uid/id,create_date,write_uid/id,write_date,plant,location_code,description
__import__.nstda_mst_location_436,,,,,2000,20PPTCL,X-BIOTEC/ห้องฯเซลล์พืช Pilot Plant
__import__.nstda_mst_location_437,,,,,2000,20RSDSGI,BIOTEC/DSGI-ศวพก
__import__.nstda_mst_location_438,,,,,2000,20SBBBRE,BIOTEC/BBRE-ห้องฯ ทรัพยากร
__import__.nstda_mst_location_439,,,,,2000,20SBBRU,X-BIOTEC/ห้องฯทรัพยากรชีวภาพStorage Room
__import__.nstda_mst_location_440,,,,,2000,20SRBBCC,BIOTEC/BBCC-เก็บจุลินทรีย์
__import__.nstda_mst_location_441,,,,,2000,20SRBBIA,BIOTEC/BBIA-ตรวจหาสารออกฤทธ
__import__.nstda_mst_location_442,,,,,2000,20SRBBIO,BIOTEC/BBIO-ชีวกระบวนการ
__import__.nstda_mst_location_443,,,,,2000,20SRBECO,BIOTEC/BECO-นิเวศวิทยา
__import__.nstda_mst_location_444,,,,,2000,20SRBMIT,BIOTEC/BMIT-จุลินทรีย์
__import__.nstda_mst_location_445,,,,,2000,20SRBMM,BIOTEC/BMM-อาคารสถานที่
__import__.nstda_mst_location_446,,,,,2000,20SRCCL,X-BIOTEC/ห้องฯเก็บจุลินทรีย์ Sto
__import__.nstda_mst_location_447,,,,,2000,20SRETL,X-BIOTEC/ห้องฯสิ่งแวดล้อม Storage room
__import__.nstda_mst_location_448,,,,,2000,20SRMC,X-BIOTEC/ห้องฯเพาะเลี้ยงเห็ดStorage Room
__import__.nstda_mst_location_449,,,,,2000,20SRMYL,X-BIOTEC/ห้องฯเชิ้อราวิทยา Storage Room
__import__.nstda_mst_location_450,,,,,2000,20SRSHD,X-BIOTEC/ศูนย์วิจัยและพัฒนาสายพันธุ์กุ้ง
__import__.nstda_mst_location_451,,,,,2000,20TIMRC,X-BIOTEC/สถาบันวิจัยวิทยาศาสตร์และเทคโน
__import__.nstda_mst_location_452,,,,,2000,20TSSCT,BIOTEC/โครงการโรงเรียนเทพศิรินทร์
__import__.nstda_mst_location_453,,,,,2000,20YTAAMG,BIOTEC/AAMG-โมเลกุลสัตว้น้ำ
__import__.nstda_mst_location_454,,,,,2000,20YTASVI,BIOTEC/ASVI-ไวรัสและกุ้ง
__import__.nstda_mst_location_455,,,,,2000,20YTBBCC,BIOTEC/BBCC-เก็บจุลินทรีย์
__import__.nstda_mst_location_456,,,,,2000,20YTBDD,X-BIOTEC/งานอาคาร-โยธี
__import__.nstda_mst_location_457,,,,,2000,20YTBMM,BIOTEC/BMM-อาคารสถานที่
__import__.nstda_mst_location_458,,,,,2000,20YTBSU,X-BIOTEC/หน่วยบริการชีวภาพ
__import__.nstda_mst_location_459,,,,,2000,20YTBTU,BIOTEC/BTU-ทรัพยากรชีวภาพ
__import__.nstda_mst_location_460,,,,,2000,20YTCMD,X-BIOTEC/งานระบบคอมพิวเตอร์และMIS
__import__.nstda_mst_location_461,,,,,2000,20YTCTL,X-BIOTEC/งานบริการเครื่องมือกลาง โยธี
__import__.nstda_mst_location_462,,,,,2000,20YTCVL,X-Shrimp-Virus Interaction Laboratory
__import__.nstda_mst_location_463,,,,,2000,20YTEQS,BIOTEC/EQS-บริการเครื่องมือ
__import__.nstda_mst_location_464,,,,,2000,20YTGAD,BIOTEC/GAD-ธุรการ
__import__.nstda_mst_location_465,,,,,2000,20YTGPMG,BIOTEC/GPMG-โมเลกุลพืช
__import__.nstda_mst_location_466,,,,,2000,20YTGPPB,BIOTEC/GPPB-สรีรวิทยาพืช
__import__.nstda_mst_location_467,,,,,2000,20YTLAD,X-BIOTEC/งานบริการ โยธี
__import__.nstda_mst_location_468,,,,,2000,20YTMAB,X-BIOTEC/MOLECULAR AQUATIC BIOLOGY
__import__.nstda_mst_location_469,,,,,2000,20YTMGD,X-BIOTEC/งานธุรการ [โยธี]
__import__.nstda_mst_location_470,,,,,2000,20YTMIS,BIOTEC/MIS-MIS
__import__.nstda_mst_location_471,,,,,2000,20YTPBI,X-BIOTEC/PLANT PHYSIO -BIOCHEMISTRY LAB
__import__.nstda_mst_location_472,,,,,2000,20YTPBU,BIOTEC/PBU-ศึกษานโยบาย
__import__.nstda_mst_location_473,,,,,2000,20YTPHD,X-BIOTEC/งานพัสดุ
__import__.nstda_mst_location_474,,,,,2000,20YTPHL,X-BIOTEC/งานพัสดุ/LAB โยธี
__import__.nstda_mst_location_475,,,,,2000,20YTPPD,X-BIOTEC/สำนักงานเลขนุการฯ (Policy)
__import__.nstda_mst_location_476,,,,,2000,20YTPRO,BIOTEC/PRO-พัสดุ
__import__.nstda_mst_location_477,,,,,2000,20YTRUC,BIOTEC/RUC-ประสานงานวิจัย
__import__.nstda_mst_location_478,,,,,2000,20YTSED,X-BIOTEC/เลขานุการ (โยธี)
__import__.nstda_mst_location_479,,,,,2000,21BGENL,X-CENTRAL LAB/ห้องฯวิจัยเอ็นไซม์
__import__.nstda_mst_location_480,,,,,2000,21BGFDL,X-CENTRAL LAB/ห้องฯทางอาหาร  ตึกเ
__import__.nstda_mst_location_481,,,,,2000,21BGLAD,X-CENTRAL LAB/งานบริการ อาคารเบทาโกร
__import__.nstda_mst_location_482,,,,,2000,21BIAPL,X-CENTRAL LAB/ห้องฯสรีระวิทยาสัตว
__import__.nstda_mst_location_483,,,,,2000,21BIBAL,X-CENTRAL LAB/ห้องปฎิบัติการฯ  Bioassy
__import__.nstda_mst_location_484,,,,,2000,21BIBIL,X-CENTRAL LAB/Bioinformatics Lab
__import__.nstda_mst_location_485,,,,,2000,21BIBRU,X-CENTRAL LAB/ห้องฯ ทรัพยากรชีวภ
__import__.nstda_mst_location_486,,,,,2000,21BICCL,X-CENTRAL LAB/ห้องฯเก็บ จุลินทรี
__import__.nstda_mst_location_487,,,,,2000,21BICMD,X-CENTRAL LAB/งานระบบคอมพิวเตอร์และ MIS
__import__.nstda_mst_location_488,,,,,2000,21BICOL,X-CENTRAL LAB/Combinatorial Biosynthesis
__import__.nstda_mst_location_489,,,,,2000,21BICOW,X-CENTRAL LAB/โครงการแก้ปัญหาแม่โค
__import__.nstda_mst_location_490,,,,,2000,21BICTL,X-CENTRAL LAB/งานบริการเครื่องมือกลาง
__import__.nstda_mst_location_491,,,,,2000,21BICYL,X-CENTRAL LAB/ห้องปฎิบัติการฯ เซลล์สัตว์
__import__.nstda_mst_location_492,,,,,2000,21BIENL,X-CENTRAL LAB/ห้องปฎิบัติการฯ Enzyme
__import__.nstda_mst_location_493,,,,,2000,21BIETL,X-CENTRAL LAB/ห้องฯ สิ่งแวดล้อม
__import__.nstda_mst_location_494,,,,,2000,21BIFDL,X-CENTRAL LAB/ห้องปฎิบัติการฯ ทางอาหาร
__import__.nstda_mst_location_495,,,,,2000,21BIFTL,X-CENTRAL LAB/ห้องปฎิบัติการฯ การหมัก
__import__.nstda_mst_location_496,,,,,2000,21BIGNO,X-CENTRAL LAB/ห้องฯ Genome center
__import__.nstda_mst_location_497,,,,,2000,21BIISL,X-CENTRAL LAB/ Information Systems Lab
__import__.nstda_mst_location_498,,,,,2000,21BILAD,X-CENTRAL LAB/งานบริการ
__import__.nstda_mst_location_499,,,,,2000,21BIMAL,X-CENTRAL LAB/ห้องฯ มาลาเรีย
__import__.nstda_mst_location_500,,,,,2000,21BIMCL,X-CENTRAL LAB/ห้องฯ เพาะเลี้ยงเห
__import__.nstda_mst_location_501,,,,,2000,21BIMIC,X-CENTRAL LAB/ห้องปฏิบัติไมโครอะเรย์
__import__.nstda_mst_location_502,,,,,2000,21BIMLL,X-CENTRAL LAB/ห้องปฎิบัติการฯ โมเลกุล
__import__.nstda_mst_location_503,,,,,2000,21BIMYL,X-CENTRAL LAB/ห้องฯ เชื้อราวิทยา
__import__.nstda_mst_location_504,,,,,2000,21BIPEL,X-CENTRAL LAB/ห้องฯ วิศวกรรมโปรต
__import__.nstda_mst_location_505,,,,,2000,21BIPGT,X-CENTRAL LAB/ห้องฯ Plant Genetic
__import__.nstda_mst_location_506,,,,,2000,21BIPHL,X-CENTRAL LAB/งานพัสดุ/LAB
__import__.nstda_mst_location_507,,,,,2000,21BIPLL,X-CENTRAL LAB/Phylogenetics  Laboratory
__import__.nstda_mst_location_508,,,,,2000,21BIPRU,X-CENTRAL LAB/โปรแกรมการใช้ประโยชน์ทรัพ
__import__.nstda_mst_location_509,,,,,2000,21BIRUC,X-CENTRAL LAB/งานประสานงาน หน่วยฯไบโอเทค
__import__.nstda_mst_location_510,,,,,2000,21BISTL,X-CENTRAL LAB/ Starch Biosynthesis
__import__.nstda_mst_location_511,,,,,2000,21BITBL,X-CENTRAL LAB/ห้องปฎิบัติการฯ Anti-TB
__import__.nstda_mst_location_512,,,,,2000,21BITCL,X-CENTRAL LAB/ห้องปฎิบัติการฯ เซลล์พืช
__import__.nstda_mst_location_513,,,,,2000,21BITSD,X-CENTRAL LAB/หน่วยฯ เพื่อการพัฒนาชน
__import__.nstda_mst_location_514,,,,,2000,21BIUNI,X-CENTRAL LAB/UNILEVER
__import__.nstda_mst_location_515,,,,,2000,21BIVCL,X-CENTRAL LAB/Vector Control Research
__import__.nstda_mst_location_516,,,,,2000,21BLNTD,X-CENTRAL LAB/หน่วยฯป่าพรุ/ดิบชื
__import__.nstda_mst_location_517,,,,,2000,21CMCSB,X-CENTRAL LAB/Computer Science Building
__import__.nstda_mst_location_518,,,,,2000,21CMPMI,X-CENTRAL LAB/โครงการสวนพฤกษ์
__import__.nstda_mst_location_519,,,,,2000,21CMTML,X-CENTRAL LAB/หน่วยฯ แพทย์ (มช)
__import__.nstda_mst_location_520,,,,,2000,21CRDKI,X-CENTRAL LAB/บริษัทดอยคำ เชียงราย
__import__.nstda_mst_location_521,,,,,2000,21CUGSL,X-CENTRAL LAB/Genomic shrimp
__import__.nstda_mst_location_522,,,,,2000,21CUTSL,X-CENTRAL LAB/หน่วยปฎิบัติการฯ ทางทะเล
__import__.nstda_mst_location_523,,,,,2000,21GHCTL,X-CENTRAL LAB/ห้องฯ ค.มือกลาง Green Ho
__import__.nstda_mst_location_524,,,,,2000,21GHMCL,X-CENTRAL LAB/ห้องฯเลี้ยงเห็ดGreenHous
__import__.nstda_mst_location_525,,,,,2000,21GRTCL,X-CENTRAL LAB/แปลงทดลอง (Plant)
__import__.nstda_mst_location_526,,,,,2000,21ICBIL,X-CENTRAL LAB/Bioinfomatics Lab INC-1
__import__.nstda_mst_location_527,,,,,2000,21ICETL,X-CENTRAL LAB/ห้องปฏิบัติการสิ่งแวดล้อม
__import__.nstda_mst_location_528,,,,,2000,21ICISL,X-CENTRAL LAB/Information System Lab
__import__.nstda_mst_location_529,,,,,2000,21KMKML,X-CENTRAL LAB/หน่วยฯ โรงงานต้นแบ
__import__.nstda_mst_location_530,,,,,2000,21KUDAC,X-CENTRAL LAB/ก.วิชาการเกษตร(กองโรคพืชฯ)
__import__.nstda_mst_location_531,,,,,2000,21KUDAL,X-CENTRAL LAB/ศ.เชื้อเห็ด ก.วิชาการเกษ
__import__.nstda_mst_location_532,,,,,2000,21KUDNA,X-CENTRAL LAB/หน่วยฯ DNAFingerpr
__import__.nstda_mst_location_533,,,,,2000,21KUPCL,X-CENTRAL LAB/หน่วยฯผลิตขยายชีวินทรีย์
__import__.nstda_mst_location_534,,,,,2000,21KURGL,X-CENTRAL LAB/Rice Gene Discovery
__import__.nstda_mst_location_535,,,,,2000,21KUTFL,X-CENTRAL LAB/หน่วยฯ มันสำปะหลัง
__import__.nstda_mst_location_536,,,,,2000,21KUTPL,X-CENTRAL LAB/หน่วยปฎิบัติการฯ ด้านพืช
__import__.nstda_mst_location_537,,,,,2000,21MHDSC,X-CENTRAL LAB/ศ.จุลินทรีย์ กรมวิทยาศาสต
__import__.nstda_mst_location_538,,,,,2000,21MHDSE,X-CENTRAL LAB/กองกีฎวิทยา กรมวิทย์ฯ
__import__.nstda_mst_location_539,,,,,2000,21MUFSL,X-CENTRAL LAB/คณะวิทย์มหิดล
__import__.nstda_mst_location_540,,,,,2000,21MUMPI,X-CENTRAL LAB/ห.บริการฐานข้อมูลสมุนไพร
__import__.nstda_mst_location_541,,,,,2000,21MUSDL,X-CENTRAL LAB/หน่วยฯ ShrimpDNA T
__import__.nstda_mst_location_542,,,,,2000,21MUSHD,X-CENTRAL LAB/โครงการเทคโนโลยีชีวภาพกุ้ง
__import__.nstda_mst_location_543,,,,,2000,21MUSNP,X-CENTRAL LAB/Thailand SNP Discovery
__import__.nstda_mst_location_544,,,,,2000,21MUTML,X-CENTRAL LAB/หน่วยฯแพทย์
__import__.nstda_mst_location_545,,,,,2000,21MUVBL,X-CENTRAL LAB/โครงการ อ.วัชัย บุญแสง
__import__.nstda_mst_location_546,,,,,2000,21MUVRL,X-CENTRAL LAB/ห.ไวรัสวิทยาและจุลชีววิทย
__import__.nstda_mst_location_547,,,,,2000,21NNMCL,X-CENTRAL LAB/โครงฯร่วมห้องเห็ดและ รร.จป
__import__.nstda_mst_location_548,,,,,2000,21NRCOW,X-CENTRAL LAB/โครงฯแก้ปัญหาแม่โค อ.ปากช่
__import__.nstda_mst_location_549,,,,,2000,21PBAGI,X-CENTRAL LAB/บ.อุตสาหกรรมเกษตรเขาค้อ
__import__.nstda_mst_location_550,,,,,2000,21PPBRU,X-CENTRAL LAB/ห้องฯทรัพยากรชีวภาพ Pilot
__import__.nstda_mst_location_551,,,,,2000,21PPCTL,X-CENTRAL LAB/ห้องฯเครื่องมือกลาง Pilot
__import__.nstda_mst_location_552,,,,,2000,21PPETL,X-CENTRAL LAB/ห้องฯสิ่งแวดล้อม Pilot
__import__.nstda_mst_location_553,,,,,2000,21PPFTL,X-CENTRAL LAB/ห้องฯการหมัก Pilot
__import__.nstda_mst_location_554,,,,,2000,21PPMCL,X-CENTRAL LAB/ห้องฯเพาะเลี้ยงเห็ด Pilot
__import__.nstda_mst_location_555,,,,,2000,21PPNPV,X-CENTRAL LAB/ห.ผลิตขยายเชื้อชีวินทรีย์
__import__.nstda_mst_location_556,,,,,2000,21PPNPY,X-N/A
__import__.nstda_mst_location_557,,,,,2000,21PPSHD,X-CENTRAL LAB/เทคโนโลยีชีวภาพกุ้ง Pilot
__import__.nstda_mst_location_558,,,,,2000,21PPTCL,X-CENTRAL LAB/ห้องฯเซลล์พืช Pilot Plant
__import__.nstda_mst_location_559,,,,,2000,21SBBRU,X-CENTRAL LAB/ห้องฯทรัพยากรชีวภาพStorage
__import__.nstda_mst_location_560,,,,,2000,21SRCCL,X-CENTRAL LAB/ห้องฯเก็บจุลินทรีย
__import__.nstda_mst_location_561,,,,,2000,21SRETL,X-CENTRAL LAB/ห้องฯสิ่งแวดล้อม Storage
__import__.nstda_mst_location_562,,,,,2000,21SRMCL,X-CENTRAL LAB/ห้องฯเพาะเลี้ยงเห็ดStorage
__import__.nstda_mst_location_563,,,,,2000,21SRMYL,X-CENTRAL LAB/ห้องฯเชิ้อราวิทยา Storage
__import__.nstda_mst_location_564,,,,,2000,21SRSHD,X-CENTRAL LAB/ศูนย์วิจัย&พัฒนาสายพันธุ์
__import__.nstda_mst_location_565,,,,,2000,21TIMRC,X-CENTRAL LAB/ส.วิจัยวิทยาศาสตร์และเทค
__import__.nstda_mst_location_566,,,,,2000,21YTBSU,X-CENTRAL LAB/หน่วยบริการชีวภาพ
__import__.nstda_mst_location_567,,,,,2000,21YTCTL,X-CENTRAL LAB/งานบริการ ค.กลาง โยธี
__import__.nstda_mst_location_568,,,,,2000,21YTLAD,X-CENTRAL LAB/งานบริการ โยธี
__import__.nstda_mst_location_569,,,,,2000,21YTMAB,X-CENTRAL LAB/MOLECULAR AQUATIC BIOLOGY
__import__.nstda_mst_location_570,,,,,2000,21YTPBI,X-CENTRAL LAB/PLANT PHYSIO -BIOCHEMISTRY
__import__.nstda_mst_location_571,,,,,2000,21YTPHL,X-CENTRAL LAB/งานพัสด/LAB โยธี
__import__.nstda_mst_location_572,,,,,2000,22BIBSU,X-GENOME/หน่วยบริการชีวภาพ
__import__.nstda_mst_location_573,,,,,2000,22MUBSU,X-GENOME/หน่วยบริการชีวภาพ ม.มหิดล
__import__.nstda_mst_location_574,,,,,2000,22YTBSU,X-GENOME/หน่วยบริการชีวภาพ (โยธี)
__import__.nstda_mst_location_575,,,,,3000,30MBACL,KMUTT/ห้องปฏิบัติการเซรามิกส์ประยุกต์
__import__.nstda_mst_location_576,,,,,3000,30MBAML,KMUTT/ห้องปฏิบัติการระบบอัตโนมัติและแมคค
__import__.nstda_mst_location_577,,,,,3000,30MBAUL,KMUTT/ห้องปฏิบัติการยานยนต์
__import__.nstda_mst_location_578,,,,,3000,30MBBGT,KMUTT/งานงบประมาณ
__import__.nstda_mst_location_579,,,,,3000,30MBBIL,KMUTT/ห้องปฏิบัติการพลังงานชีวภาพ
__import__.nstda_mst_location_580,,,,,3000,30MBBML,KMUTT/ห้องปฏิบัติการวัสดุทางการแพทย์
__import__.nstda_mst_location_581,,,,,3000,30MBCAL,KMUTT/ห้องปฏิบัติการคอมพิวเตอร์ช่วยในการ
__import__.nstda_mst_location_582,,,,,3000,30MBCEL,KMUTT/ห้องปฏิบัติการการผลิตและออกแบบสำหร
__import__.nstda_mst_location_583,,,,,3000,30MBCHL,KMUTT/ห้องปฏิบัติการโครมาโตกราฟ
__import__.nstda_mst_location_584,,,,,3000,30MBCMG,มหาวิทยาลัยพระจอมเกล้าธนบุรี C
__import__.nstda_mst_location_585,,,,,3000,30MBCPL,KMUTT/ห้องปฏิบัติการการผลิตเซรามิกส์
__import__.nstda_mst_location_586,,,,,3000,30MBCRL,KMUTT/ห้องปฏิบัติการชิ้นส่วนเซรามิกส์เพื
__import__.nstda_mst_location_587,,,,,3000,30MBCSS,KMUTT/งานระบบคอมพิวเตอร์
__import__.nstda_mst_location_588,,,,,3000,30MBELL,KMUTT/ห้องปฏิบัติการวัสดุและงานระบบเพื่อ
__import__.nstda_mst_location_589,,,,,3000,30MBENL,KMUTT/ห้องปฏิบัติการการจัดการสิ่งแวดล้อม
__import__.nstda_mst_location_590,,,,,3000,30MBEOL,KMUTT/ห้องปฏิบัติการการพัฒนาผลิตภัณฑ์ที่
__import__.nstda_mst_location_591,,,,,3000,30MBEPL,KMUTT/ห้องปฏิบัติการทดสอบสมบัติทางไฟฟ้าข
__import__.nstda_mst_location_592,,,,,3000,30MBESS,KMUTT/งานวิศวกรรมสนับสนุน
__import__.nstda_mst_location_593,,,,,3000,30MBFAC,KMUTT/งานการเงินและบัญชี
__import__.nstda_mst_location_594,,,,,3000,30MBFEL,KMUTT/ห้องปฏิบัติการวิศวกรรมการหล่อ
__import__.nstda_mst_location_595,,,,,3000,30MBFML,KMUTT/ห้องปฏิบัติการวิเคราะห์การประลัยแล
__import__.nstda_mst_location_596,,,,,3000,30MBGAD,KMUTT/งานธุรการ
__import__.nstda_mst_location_597,,,,,3000,30MBIAE,KMUTT/งานตรวจสอบภายในและประเมินผล
__import__.nstda_mst_location_598,,,,,3000,30MBIFL,KMUTT/งานประสานอุตสาหกรรมและแหล่งทุนภายน
__import__.nstda_mst_location_599,,,,,3000,30MBIRS,KMUTT/งานวิเทศสัมพันธ์
__import__.nstda_mst_location_600,,,,,3000,30MBKMA,KMUTT/งานบริหารด้านทุนทางปัญญา
__import__.nstda_mst_location_601,,,,,3000,30MBLCL,KMUTT/ห้องปฏิบัติการการประเมินวัฏจักรชีว
__import__.nstda_mst_location_602,,,,,3000,30MBLTA,KMUTT/งานธุรกรรมห้องปฏิบัติการ
__import__.nstda_mst_location_603,,,,,3000,30MBMAL,KMUTT/ห้องปฏิบัติการวัสดุสำหรับผลิตภัณฑ์
__import__.nstda_mst_location_604,,,,,3000,30MBMCL,KMUTT/หน่วยปฏิบัติการทดสอบทางชีวภาพ
__import__.nstda_mst_location_605,,,,,3000,30MBMDG,มหาวิทยาลัยพระจอมเกล้าธนบุรี M
__import__.nstda_mst_location_606,,,,,3000,30MBMDL,KMUTT/ห้องปฏิบัติการต้นแบบรวดเร็วทางการแ
__import__.nstda_mst_location_607,,,,,3000,30MBMEL,KMUTT/ห้องปฏิบัติการวัสดุเพื่อสิ่งแวดล้อ
__import__.nstda_mst_location_608,,,,,3000,30MBMIS,KMUTT/งานระบบสารสนเทศเพื่อการจัดการ
__import__.nstda_mst_location_609,,,,,3000,30MBMLL,KMUTT/ห้องปฏิบัติการโลหะวิทยา
__import__.nstda_mst_location_610,,,,,3000,30MBMTI,KMUTT/งานข้อมูลเทคโนโลยีวัสดุ
__import__.nstda_mst_location_611,,,,,3000,30MBMTL,KMUTT/ห้องปฏิบัติการทดสอบสมบัติทางกล
__import__.nstda_mst_location_612,,,,,3000,30MBNML,KMUTT/ห้องปฏิบัติการการขึ้นรูปโบหะใกล้ร่
__import__.nstda_mst_location_613,,,,,3000,30MBNMR,KMUTT/ห้องปฏิบัติการนิวเคบียร์แมกเนติกเร
__import__.nstda_mst_location_614,,,,,3000,30MBODR,KMUTT/งานสำนักผุ้อำนวยการ
__import__.nstda_mst_location_615,,,,,3000,30MBOML,KMUTT/ห้องปฏิบัติการจุลทรรศน์แบบแสง
__import__.nstda_mst_location_616,,,,,3000,30MBORD,KMUTT/งานพัฒนาองค์กร
__import__.nstda_mst_location_617,,,,,3000,30MBPCL,KMUTT/ห้องปฏิบัติการวิเคราะห์ลักษณะเฉพาะ
__import__.nstda_mst_location_618,,,,,3000,30MBPLL,KMUTT/ห้องปฏิบัติการพลาสติก
__import__.nstda_mst_location_619,,,,,3000,30MBPPS,KMUTT/งานนโยบายและแผน
__import__.nstda_mst_location_620,,,,,3000,30MBPRC,KMUTT/งานพัสดุ
__import__.nstda_mst_location_621,,,,,3000,30MBPRS,KMUTT/งานประชาสัมพันธ์
__import__.nstda_mst_location_622,,,,,3000,30MBPSD,KMUTT/งานพัฒนาหน่วยพันธมิตร
__import__.nstda_mst_location_623,,,,,3000,30MBPTC,KMUTT/งานบริหารเทคโนโลยีฐานและประสานงานค
__import__.nstda_mst_location_624,,,,,3000,30MBRPL,KMUTT/ห้องปฏิบัติการอุปกรณ์ทางการแพทย์
__import__.nstda_mst_location_625,,,,,3000,30MBRUL,KMUTT/ห้องปฏิบัติการยาง
__import__.nstda_mst_location_626,,,,,3000,30MBSEL,KMUTT/ห้องปฏิบัติการจุลทรรศน์อิเล็กตรอนแ
__import__.nstda_mst_location_627,,,,,3000,30MBSHE,KMUTT/งานความปลอดภัย อาชีวอนามัยและสิ่งแ
__import__.nstda_mst_location_628,,,,,3000,30MBSPL,KMUTT/ห้องปฏิบัติการโพลิเมอร์เฉพาะทาง
__import__.nstda_mst_location_629,,,,,3000,30MBSPL2,KMUTT/ห้องปฏิบัติการสเปกโตรสโกปีแบบสั่น
__import__.nstda_mst_location_630,,,,,3000,30MBSUL,KMUTT/ห้องปฏิบัติการวิศวกรรมพื้นผิวและกา
__import__.nstda_mst_location_631,,,,,3000,30MBTAL,KMUTT/ห้องปฏิบัติการวิเคราะห์สมบัติทางคว
__import__.nstda_mst_location_632,,,,,3000,30MBTEL,KMUTT/ห้องปฏิบัติการสิ่งทอ
__import__.nstda_mst_location_633,,,,,3000,30MBTEL2,KMUTT/ห้องปฏิบัติการจุทรรศน์อิเล็กตรอนแบ
__import__.nstda_mst_location_634,,,,,3000,30MBTTN,KMUTT/งานฝึกอบรม
__import__.nstda_mst_location_635,,,,,3000,30MBXRL,KMUTT/ห้องปฏิบัติการเอกซเรย์ดิฟแฟรกชันแล
__import__.nstda_mst_location_636,,,,,3000,30MCCMG,มหาวิทยาลัยเชียงใหม่ เซรามิกส์
__import__.nstda_mst_location_637,,,,,3000,30MCPMG,มหาวิทยาลัยเชียงใหม่ พอลิเมอร์
__import__.nstda_mst_location_638,,,,,3000,30MDACL,MU-SALAYA/ห้องปฏิบัติการเซรามิกส์ประยุกต
__import__.nstda_mst_location_639,,,,,3000,30MDAML,MU-SALAYA/ห้องปฏิบัติการระบบอัตโนมัติและ
__import__.nstda_mst_location_640,,,,,3000,30MDAUL,MU-SALAYA/ห้องปฏิบัติการยานยนต์
__import__.nstda_mst_location_641,,,,,3000,30MDBGT,MU-SALAYA/งานงบประมาณ
__import__.nstda_mst_location_642,,,,,3000,30MDBIL,MU-SALAYA/ห้องปฏิบัติการพลังงานชีวภาพ
__import__.nstda_mst_location_643,,,,,3000,30MDBML,MU-SALAYA/ห้องปฏิบัติการวัสดุทางการแพทย์
__import__.nstda_mst_location_644,,,,,3000,30MDCAL,MU-SALAYA/ห้องปฏิบัติการคอมพิวเตอร์ช่วยใ
__import__.nstda_mst_location_645,,,,,3000,30MDCEL,MU-SALAYA/ห้องปฏิบัติการการผลิตและออกแบบ
__import__.nstda_mst_location_646,,,,,3000,30MDCHL,MU-SALAYA/ห้องปฏิบัติการโครมาโตกราฟ
__import__.nstda_mst_location_647,,,,,3000,30MDCPL,MU-SALAYA/ห้องปฏิบัติการการผลิตเซรามิกส์
__import__.nstda_mst_location_648,,,,,3000,30MDCRL,MU-SALAYA/ห้องปฏิบัติการชิ้นส่วนเซรามิกส
__import__.nstda_mst_location_649,,,,,3000,30MDCSS,MU-SALAYA/งานระบบคอมพิวเตอร์
__import__.nstda_mst_location_650,,,,,3000,30MDELL,MU-SALAYA/ห้องปฏิบัติการวัสดุและงานระบบเ
__import__.nstda_mst_location_651,,,,,3000,30MDENL,MU-SALAYA/ห้องปฏิบัติการการจัดการสิ่งแวด
__import__.nstda_mst_location_652,,,,,3000,30MDEOL,MU-SALAYA/ห้องปฏิบัติการการพัฒนาผลิตภัณฑ
__import__.nstda_mst_location_653,,,,,3000,30MDEPL,MU-SALAYA/ห้องปฏิบัติการทดสอบสมบัติทางไฟ
__import__.nstda_mst_location_654,,,,,3000,30MDESS,MU-SALAYA/งานวิศวกรรมสนับสนุน
__import__.nstda_mst_location_655,,,,,3000,30MDFAC,MU-SALAYA/งานการเงินและบัญชี
__import__.nstda_mst_location_656,,,,,3000,30MDFEL,MU-SALAYA/ห้องปฏิบัติการวิศวกรรมการหล่อ
__import__.nstda_mst_location_657,,,,,3000,30MDFML,MU-SALAYA/ห้องปฏิบัติการวิเคราะห์การประล
__import__.nstda_mst_location_658,,,,,3000,30MDGAD,MU-SALAYA/งานธุรการ
__import__.nstda_mst_location_659,,,,,3000,30MDIAE,MU-SALAYA/งานตรวจสอบภายในและประเมินผล
__import__.nstda_mst_location_660,,,,,3000,30MDIFL,MU-SALAYA/งานประสานอุตสาหกรรมและแหล่งทุน
__import__.nstda_mst_location_661,,,,,3000,30MDIRS,MU-SALAYA/งานวิเทศสัมพันธ์
__import__.nstda_mst_location_662,,,,,3000,30MDKMA,MU-SALAYA/งานบริหารด้านทุนทางปัญญา
__import__.nstda_mst_location_663,,,,,3000,30MDLCL,MU-SALAYA/ห้องปฏิบัติการการประเมินวัฏจัก
__import__.nstda_mst_location_664,,,,,3000,30MDLTA,MU-SALAYA/งานธุรกรรมห้องปฏิบัติการ
__import__.nstda_mst_location_665,,,,,3000,30MDMAL,MU-SALAYA/ห้องปฏิบัติการวัสดุสำหรับผลิตภ
__import__.nstda_mst_location_666,,,,,3000,30MDMCL,MU-SALAYA/หน่วยปฏิบัติการทดสอบทางชีวภาพ
__import__.nstda_mst_location_667,,,,,3000,30MDMDL,MU-SALAYA/ห้องปฏิบัติการต้นแบบรวดเร็วทาง
__import__.nstda_mst_location_668,,,,,3000,30MDMEL,MU-SALAYA/ห้องปฏิบัติการวัสดุเพื่อสิ่งแว
__import__.nstda_mst_location_669,,,,,3000,30MDMIS,MU-SALAYA/งานระบบสารสนเทศเพื่อการจัดการ
__import__.nstda_mst_location_670,,,,,3000,30MDMLL,MU-SALAYA/ห้องปฏิบัติการโลหะวิทยา
